configuration_id,seed,n_blocks,message_length_bits,lambda_bits,cluster_pattern,cluster_sequence,executor_cluster_sequence,alice_message_pattern,bob_message_pattern,alice_message_bits,bob_message_bits,requested_initial_leader,derived_initial_leader,terminal_state,success,gamma_after_recovery,commitment_ciphertext_mask_link,block_algebra,C_A_hex,C_B_hex,ciphertext_A_formula,ciphertext_B_formula,all_block_message_relations_valid,last_chunk_a_bits,last_chunk_b_bits,true_last_chunk_accounting,maximum_information_lead,fairness_violation,joint_6n_state_constructed
fair_01861,2026083002,4,8,1,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,all_11,alternating_00_11,11111111,00110011,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008a1,000000080a,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_01862,2026083002,4,8,2,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,all_11,alternating_00_11,11111111,00110011,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",0000000843,0000000871,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_01863,2026083002,4,8,2,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,all_11,alternating_00_11,11111111,00110011,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",000000085f,000000084d,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_01864,2026083002,4,8,4,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,all_11,alternating_00_11,11111111,00110011,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",000000080a,0000000806,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_01865,2026083002,4,8,4,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,all_11,alternating_00_11,11111111,00110011,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008de,00000008fb,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_01866,2026083002,4,8,1,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,all_11,fixed_seed_random,11111111,11011111,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008cc,000000087f,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_01867,2026083002,4,8,1,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,all_11,fixed_seed_random,11111111,11011111,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",000000086b,0000000832,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_01868,2026083002,4,8,2,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,all_11,fixed_seed_random,11111111,11011111,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",000000083c,0000000888,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_01869,2026083002,4,8,2,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,all_11,fixed_seed_random,11111111,11011111,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008ef,00000008f0,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_01870,2026083002,4,8,4,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,all_11,fixed_seed_random,11111111,11011111,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008a8,00000008dc,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_01871,2026083002,4,8,4,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,all_11,fixed_seed_random,11111111,11011111,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008f8,00000008c4,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_01872,2026083002,4,8,1,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,all_00,00110011,00000000,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",00000008f9,000000089e,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_01873,2026083002,4,8,1,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,all_00,00110011,00000000,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",000000088d,000000082b,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_01874,2026083002,4,8,2,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,all_00,00110011,00000000,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",00000008f1,00000008de,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_01875,2026083002,4,8,2,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,all_00,00110011,00000000,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",0000000889,000000082d,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_01876,2026083002,4,8,4,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,all_00,00110011,00000000,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",0000000850,0000000892,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_01877,2026083002,4,8,4,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,all_00,00110011,00000000,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",00000008c6,0000000818,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_01878,2026083002,4,8,1,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,all_11,00110011,11111111,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008af,00000008fb,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_01879,2026083002,4,8,1,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,all_11,00110011,11111111,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008bb,0000000820,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_01880,2026083002,4,8,2,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,all_11,00110011,11111111,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008a4,00000008dd,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_01881,2026083002,4,8,2,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,all_11,00110011,11111111,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008f2,0000000825,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_01882,2026083002,4,8,4,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,all_11,00110011,11111111,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",0000000846,000000089e,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_01883,2026083002,4,8,4,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,all_11,00110011,11111111,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",0000000856,0000000846,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_01884,2026083002,4,8,1,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,alternating_00_11,00110011,00110011,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",000000083d,0000000885,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_01885,2026083002,4,8,1,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,alternating_00_11,00110011,00110011,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008de,0000000886,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_01886,2026083002,4,8,2,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,alternating_00_11,00110011,00110011,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008ea,000000084a,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_01887,2026083002,4,8,2,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,alternating_00_11,00110011,00110011,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",0000000875,0000000835,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_01888,2026083002,4,8,4,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,alternating_00_11,00110011,00110011,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000008eb,0000000876,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_01889,2026083002,4,8,4,fixed_seed_random,phi1|phi1|phi2|phi1,phi1|phi1|phi2|phi1,alternating_00_11,alternating_00_11,00110011,00110011,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",000000088c,00000008c8,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
