branch_id,branch_index,initial_state,alice_message,bob_message,bell_branch_12,bell_branch_34,bell_branch_56,M_B,tilde_M_B,M_A,tilde_M_A,K_A_otp_hex,K_B_otp_hex,C_A_hex,C_B_hex,ciphertext_A_formula,ciphertext_B_formula,ciphertext_formulas_valid,message_relations_valid,decoded_intermediates,passed_classical_quantum_input,Out_A,Out_B,executor_recovered_by_alice,executor_recovered_by_bob,gamma_A_valid,gamma_B_valid,terminal_state,logical_erasure,branch_success
phi1-A11-B10-00_10_10,56,phi1,11,10,00,10,10,00,10,01,10,f5,2c,f7,2e,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""00"", ""10"", ""10""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,11,10,11,True,True,COMPLETED,True,True
phi1-A11-B10-00_11_01,57,phi1,11,10,00,11,01,01,11,10,01,6e,42,6f,41,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""00"", ""11"", ""01""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,11,10,11,True,True,COMPLETED,True,True
phi1-A11-B10-11_00_10,58,phi1,11,10,11,00,10,10,00,01,10,fc,88,fe,88,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""11"", ""00"", ""10""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,11,10,11,True,True,COMPLETED,True,True
phi1-A11-B10-11_01_01,59,phi1,11,10,11,01,01,11,01,10,01,fe,ba,ff,bb,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""11"", ""01"", ""01""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,11,10,11,True,True,COMPLETED,True,True
phi1-A11-B11-00_10_01,60,phi1,11,11,00,10,01,01,10,10,01,46,c9,47,cb,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""00"", ""10"", ""01""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,11,11,11,True,True,COMPLETED,True,True
phi1-A11-B11-00_11_10,61,phi1,11,11,00,11,10,00,11,01,10,57,19,55,1a,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""00"", ""11"", ""10""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,11,11,11,True,True,COMPLETED,True,True
phi1-A11-B11-11_00_01,62,phi1,11,11,11,00,01,11,00,10,01,75,a6,74,a6,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""11"", ""00"", ""01""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""11"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,11,11,11,True,True,COMPLETED,True,True
phi1-A11-B11-11_01_10,63,phi1,11,11,11,01,10,10,01,01,10,7d,1d,7f,1c,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""11"", ""01"", ""10""], ""cluster_type"": ""phi1"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""11"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""11"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,11,11,11,True,True,COMPLETED,True,True
phi2-A00-B00-01_00_01,64,phi2,00,00,01,00,01,00,00,01,01,e9,c7,e8,c7,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""01"", ""00"", ""01""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,00,00,00,True,True,COMPLETED,True,True
phi2-A00-B00-01_01_10,65,phi2,00,00,01,01,10,01,01,10,10,58,b6,5a,b7,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""01"", ""01"", ""10""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,00,00,00,True,True,COMPLETED,True,True
phi2-A00-B00-10_10_01,66,phi2,00,00,10,10,01,10,10,01,01,44,dc,45,de,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""10"", ""10"", ""01""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,00,00,00,True,True,COMPLETED,True,True
phi2-A00-B00-10_11_10,67,phi2,00,00,10,11,10,11,11,10,10,33,d1,31,d2,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""10"", ""11"", ""10""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,00,00,00,True,True,COMPLETED,True,True
phi2-A00-B01-01_00_10,68,phi2,00,01,01,00,10,01,00,10,10,74,14,76,14,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""01"", ""00"", ""10""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,00,01,00,True,True,COMPLETED,True,True
phi2-A00-B01-01_01_01,69,phi2,00,01,01,01,01,00,01,01,01,6f,c9,6e,c8,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""01"", ""01"", ""01""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,00,01,00,True,True,COMPLETED,True,True
phi2-A00-B01-10_10_10,70,phi2,00,01,10,10,10,11,10,10,10,c5,c6,c7,c4,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""10"", ""10"", ""10""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,00,01,00,True,True,COMPLETED,True,True
phi2-A00-B01-10_11_01,71,phi2,00,01,10,11,01,10,11,01,01,ab,da,aa,d9,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""10"", ""11"", ""01""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,00,01,00,True,True,COMPLETED,True,True
phi2-A00-B10-01_10_01,72,phi2,00,10,01,10,01,00,10,01,01,92,17,93,15,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""01"", ""10"", ""01""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,00,10,00,True,True,COMPLETED,True,True
phi2-A00-B10-01_11_10,73,phi2,00,10,01,11,10,01,11,10,10,ed,b0,ef,b3,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""01"", ""11"", ""10""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,00,10,00,True,True,COMPLETED,True,True
phi2-A00-B10-10_00_01,74,phi2,00,10,10,00,01,10,00,01,01,f3,02,f2,02,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""10"", ""00"", ""01""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,00,10,00,True,True,COMPLETED,True,True
phi2-A00-B10-10_01_10,75,phi2,00,10,10,01,10,11,01,10,10,0f,be,0d,bf,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""10"", ""01"", ""10""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,00,10,00,True,True,COMPLETED,True,True
phi2-A00-B11-01_10_10,76,phi2,00,11,01,10,10,01,10,10,10,33,40,31,42,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""01"", ""10"", ""10""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,00,11,00,True,True,COMPLETED,True,True
phi2-A00-B11-01_11_01,77,phi2,00,11,01,11,01,00,11,01,01,a0,aa,a1,a9,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""01"", ""11"", ""01""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,00,11,00,True,True,COMPLETED,True,True
phi2-A00-B11-10_00_10,78,phi2,00,11,10,00,10,11,00,10,10,05,3b,07,3b,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""10"", ""00"", ""10""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,00,11,00,True,True,COMPLETED,True,True
phi2-A00-B11-10_01_01,79,phi2,00,11,10,01,01,10,01,01,01,e3,23,e2,22,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""10"", ""01"", ""01""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""00"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,00,11,00,True,True,COMPLETED,True,True
phi2-A01-B00-01_00_00,80,phi2,01,00,01,00,00,00,00,01,00,a7,c8,a7,c8,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""01"", ""00"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,01,00,01,True,True,COMPLETED,True,True
phi2-A01-B00-01_01_11,81,phi2,01,00,01,01,11,01,01,10,11,e2,b1,e1,b0,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""01"", ""01"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,01,00,01,True,True,COMPLETED,True,True
phi2-A01-B00-10_10_00,82,phi2,01,00,10,10,00,10,10,01,00,e4,0e,e4,0c,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""10"", ""10"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,01,00,01,True,True,COMPLETED,True,True
phi2-A01-B00-10_11_11,83,phi2,01,00,10,11,11,11,11,10,11,8e,5c,8d,5f,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""10"", ""11"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,01,00,01,True,True,COMPLETED,True,True
